Customer Concat,Equipment Description,Service Type,Service Type Description,Component Code,Modifier Code,Serial Prefix,Comp Code Prefix,Mod Code Prefix,AMT Concat
0DT2N7570-RR,MD6420B,N7570-RR,Hyd Cyl Levelling Jack RHT REA,79NM - JACK LEVELLING CYLINDER,RR - RIGHT REAR,0DT2,79NM,RR,0DT279NMRR
0DT2N7570-LF,MD6420B,N7570-LF,Hyd Cyl Levelling Jack LFT FRO,79NM - JACK LEVELLING CYLINDER,LF - LEFT FRONT,0DT2,79NM,LF,0DT279NMLF
0DLKN7595-L,MD6310 - ADS,N7595-L,Hyd Cyl Mast Lock LEFT,79NT - MAST LOCKING CYLINDER,LT - LEFT,0DLK,79NT,LT,0DLK79NTLT
0DN7N7595-R,,N7595-R,Hyd Cyl Mast Lock RIGHT,79NT - MAST LOCKING CYLINDER,RI - RIGHT,0DN7,79NT,RI,0DN779NTRI
0DN7N7595-L,,N7595-L,Hyd Cyl Mast Lock LEFT,79NT - MAST LOCKING CYLINDER,LT - LEFT,0DN7,79NT,LT,0DN779NTLT
0DLKN7595-R,MD6310,N7595-R,Hyd Cyl Mast Lock RIGHT,79NT - MAST LOCKING CYLINDER,RI - RIGHT,0DLK,79NT,RI,0DLK79NTRI
0DLKN7592-L,MD6310 - ADS,N7592-L,Hyd Cyl Mast Raise LEFT,79NU - MAST RAISING CYLINDER,LT - LEFT,0DLK,79NU,LT,0DLK79NULT
0DN7N7592-R,,N7592-R,Hyd Cyl Mast Raise RIGHT,79NU - MAST RAISING CYLINDER,RI - RIGHT,0DN7,79NU,RI,0DN779NURI
0DN7N7592-L,,N7592-L,Hyd Cyl Mast Raise LEFT,79NU - MAST RAISING CYLINDER,LT - LEFT,0DN7,79NU,LT,0DN779NULT
0DLKN7592-R,MD6310,N7592-R,Hyd Cyl Mast Raise RIGHT,79NU - MAST RAISING CYLINDER,RI - RIGHT,0DLK,79NU,RI,0DLK79NURI
0DT2N7592-R,MD6420B,N7592-R,Hyd Cyl Mast Raise RIGHT,79NU - MAST RAISING CYLINDER,RI - RIGHT,0DT2,79NU,RI,0DT279NURI
0DT2N7592-L,MD6420B,N7592-L,Hyd Cyl Mast Raise LEFT,79NU - MAST RAISING CYLINDER,LT - LEFT,0DT2,79NU,LT,0DT279NULT
0DLKN7460,MD6310 - ADS,N7460,Hyd Cyl Feed,79NZ - PULL DOWN CYLINDER,00 - (NONE),0DLK,79NZ,00,0DLK79NZ00
0DN7N7460,,N7460,Hyd Cyl Feed,79NZ - PULL DOWN CYLINDER,00 - (NONE),0DN7,79NZ,00,0DN779NZ00
0DT2N7460,MD6420B,N7460,Hyd Cyl Feed,79NZ - PULL DOWN CYLINDER,00 - (NONE),0DT2,79NZ,00,0DT279NZ00
0DLKN3340,MD6310 - ADS,N3340,Rotary Head,79P3 - ROTARY HEAD GEARBOX,00 - (NONE),0DLK,79P3,00,0DLK79P300
0DN7N3340,,N3340,Rotary Head,79P3 - ROTARY HEAD GEARBOX,00 - (NONE),0DN7,79P3,00,0DN779P300
0DT2N3340,MD6420B,N3340,Rotary Head,79P3 - ROTARY HEAD GEARBOX,00 - (NONE),0DT2,79P3,00,0DT279P300
06D6N7320-LF,6060,N7320-LF,Hyd Motor Swing LFT FRONT,79PA - SWING DRIVE MOTOR,LF - LEFT FRONT,06D6,79PA,LF,06D679PALF
0DHNN7320-LF,6060,N7320-LF,Hyd Motor Swing LFT FRONT,79PA - SWING DRIVE MOTOR,LF - LEFT FRONT,0DHN,79PA,LF,0DHN79PALF
0DHNN7320-LR,6060,N7320-LR,Hyd Motor Swing LFT REAR,79PA - SWING DRIVE MOTOR,LR - LEFT REAR,0DHN,79PA,LR,0DHN79PALR
0DHNN7320-RF,6060,N7320-RF,Hyd Motor Swing RHT FRONT,79PA - SWING DRIVE MOTOR,RF - RIGHT FRONT,0DHN,79PA,RF,0DHN79PARF
0DHNN7320-RR,6060,N7320-RR,Hyd Motor Swing RHT REAR,79PA - SWING DRIVE MOTOR,RR - RIGHT REAR,0DHN,79PA,RR,0DHN79PARR
0DLKN0620-L,MD6310 - ADS,N0620-L,Pulldown Rope LEFT,89AF - *PULLDOWN ROPES,LT - LEFT,0DLK,89AF,LT,0DLK89AFLT
0DN7N0620-L,,N0620-L,Pulldown Rope LEFT,89AF - *PULLDOWN ROPES,LT - LEFT,0DN7,89AF,LT,0DN789AFLT
0DN7N0620-R,,N0620-R,Pulldown Rope RIGHT,89AF - *PULLDOWN ROPES,RI - RIGHT,0DN7,89AF,RI,0DN789AFRI
0DLKN0620-R,MD6310,N0620-R,Pulldown Rope RIGHT,89AF - *PULLDOWN ROPES,RI - RIGHT,0DLK,89AF,RI,0DLK89AFRI
0DT2N0620-L,MD6420B,N0620-L,Pulldown Rope LEFT,89AF - *PULLDOWN ROPES,LT - LEFT,0DT2,89AF,LT,0DT289AFLT
0DT2N0620-R,MD6420B,N0620-R,Pulldown Rope RIGHT,89AF - *PULLDOWN ROPES,RI - RIGHT,0DT2,89AF,RI,0DT289AFRI
0DLKN0621-L,MD6310 - ADS,N0621-L,Pullback Rope LEFT,89AG - HOIST ROPES,LT - LEFT,0DLK,89AG,LT,0DLK89AGLT
0DN7N0621-L,,N0621-L,Pullback Rope LEFT,89AG - HOIST ROPES,LT - LEFT,0DN7,89AG,LT,0DN789AGLT
0DN7N0621-R,,N0621-R,Pullback Rope RIGHT,89AG - HOIST ROPES,RI - RIGHT,0DN7,89AG,RI,0DN789AGRI
0DLKN0621-R,MD6310,N0621-R,Pullback Rope RIGHT,89AG - HOIST ROPES,RI - RIGHT,0DLK,89AG,RI,0DLK89AGRI
0DT2N0621-L,MD6420B,N0621-L,Pullback Rope LEFT,89AG - HOIST ROPES,LT - LEFT,0DT2,89AG,LT,0DT289AGLT
0DT2N0621-R,MD6420B,N0621-R,Pullback Rope RIGHT,89AG - HOIST ROPES,RI - RIGHT,0DT2,89AG,RI,0DT289AGRI
06D6N6015-LF,6060,N6015-LF,Brake Travel LFT FRONT,89AQ - TRAVEL BRAKE,LF - LEFT FRONT,06D6,89AQ,LF,06D689AQLF
06D6N7041-L,6060,N7041-L,Pump Cooling Fan LEFT,89BU - ENGINE FAN PUMP,LT - LEFT,06D6,89BU,LT,06D689BULT
0DHNN7041-L,6060,N7041-L,Pump Cooling Fan LEFT,89BU - ENGINE FAN PUMP,LT - LEFT,0DHN,89BU,LT,0DHN89BULT
0DHNN7041-R,6060,N7041-R,Pump Cooling Fan RIGHT,89BU - ENGINE FAN PUMP,RI - RIGHT,0DHN,89BU,RI,0DHN89BURI
0DLKN7467-LL,MD6310 - ADS,N7467-LL,Hyd Cyl Feed Rope Tension LL,89BZ - *CABLE TENSIONING CYLINDER,LLH - LEFT LOWER,0DLK,89BZ,LLH,0DLK89BZLLH
0DN7N7467-LU,,N7467-LU,Hyd Cyl Feed Rope Tension LU,89BZ - *CABLE TENSIONING CYLINDER,LUZ - LEFT UPPER,0DN7,89BZ,LUZ,0DN789BZLUZ
0DN7N7467-RU,,N7467-RU,Hyd Cyl Feed Rope Tension RU,89BZ - *CABLE TENSIONING CYLINDER,RUZ - RIGHT UPPER,0DN7,89BZ,RUZ,0DN789BZRUZ
0DN7N7467-RL,,N7467-RL,Hyd Cyl Feed Rope Tension RL,89BZ - *CABLE TENSIONING CYLINDER,RLH - RIGHT LOWER,0DN7,89BZ,RLH,0DN789BZRLH
0DN7N7467-LL,,N7467-LL,Hyd Cyl Feed Rope Tension LL,89BZ - *CABLE TENSIONING CYLINDER,LLH - LEFT LOWER,0DN7,89BZ,LLH,0DN789BZLLH
0DLKN7467-RL,MD6310,N7467-RL,Hyd Cyl Feed Rope Tension RL,89BZ - *CABLE TENSIONING CYLINDER,RLH - RIGHT LOWER,0DLK,89BZ,RLH,0DLK89BZRLH
0DLKN7467-RU,MD6310,N7467-RU,Hyd Cyl Feed Rope Tension RU,89BZ - *CABLE TENSIONING CYLINDER,RUZ - RIGHT UPPER,0DLK,89BZ,RUZ,0DLK89BZRUZ
0DLKN7467-LU,MD6310,N7467-LU,Hyd Cyl Feed Rope Tension LU,89BZ - *CABLE TENSIONING CYLINDER,LUZ - LEFT UPPER,0DLK,89BZ,LUZ,0DLK89BZLUZ
06D6,6060,,,89CS - ENGINE FAN MOTOR,LT - LEFT,06D6,89CS,LT,06D689CSLT
0DHN,6060,,,89CS - ENGINE FAN MOTOR,LT - LEFT,0DHN,89CS,LT,0DHN89CSLT
0DHN,6060,,,89CS - ENGINE FAN MOTOR,RI - RIGHT,0DHN,89CS,RI,0DHN89CSRI
