Customer Concat,Equipment Description,Service Type,Service Type Description,Component Code,Modifier Code,Serial Prefix,Comp Code Prefix,Mod Code Prefix,AMT Concat
0B9HN4100,16M,N4100,Rear Axle,0,0,0B9H,0,,
0E9YN4100,16M,N4100,Rear Axle,0,0,0E9Y,0,,
0R9HN4100,16M,N4100,Rear Axle,0,0,0R9H,0,,
0B9KN0050,24M,N0050,Blade Assembly,0,0,0B9K,0,,
06D6N6000-LF,6060,N6000-LF,Brake LEFT FRONT,0,0,06D6,0,,
0JRPN6000-LF,777F,N6000-LF,Brake LEFT FRONT,0,0,0JRP,0,,
0TNMN6000-LF,777G,N6000-LF,Brake LEFT FRONT,0,0,0TNM,0,,
0APXN6000-LF,785C,N6000-LF,Brake LEFT FRONT,0,0,0APX,0,,
0MSYN6000-LF,785C,N6000-LF,Brake LEFT FRONT,0,0,0MSY,0,,
02BWN6000-LF,789C,N6000-LF,Brake LEFT FRONT,0,0,02BW,0,,
0FDBN6000-LF,793D,N6000-LF,Brake LEFT FRONT,0,0,0FDB,0,,
0SSPN6000-LF,793F,N6000-LF,Brake LEFT FRONT,0,0,0SSP,0,,
0Z8ZN6000-LF,993K,N6000-LF,Brake LEFT FRONT,0,0,0Z8Z,0,,
0DWCN6000-LF,994H,N6000-LF,Brake LEFT FRONT,0,0,0DWC,0,,
0RJGN6000-LF,D10T,N6000-LF,Brake LEFT FRONT,0,0,0RJG,0,,
0RABN6000-LF,D10T2,N6000-LF,Brake LEFT FRONT,0,0,0RAB,0,,
0DLKN6000-LF,MD6310 - ADS,N6000-LF,Brake LEFT FRONT,0,0,0DLK,0,,
N6000-LF,MD6250,N6000-LF,Brake LEFT FRONT,,,,,,
06P6N1000,6060 FS,N1000,Engine,1000 - ENGINE,00 - (NONE),06P6,1000,00,06P6100000
0JRPN1000,777F,N1000,Engine,1000 - ENGINE,00 - (NONE),0JRP,1000,00,0JRP100000
0TNMN1000,777G,N1000,Engine,1000 - ENGINE,00 - (NONE),0TNM,1000,00,0TNM100000
06HKN1000,785B,N1000,Engine,1000 - ENGINE,00 - (NONE),06HK,1000,00,06HK100000
0APXN1000,785C,N1000,Engine,1000 - ENGINE,00 - (NONE),0APX,1000,00,0APX100000
0MSYN1000,785D,N1000,Engine,1000 - ENGINE,00 - (NONE),0MSY,1000,00,0MSY100000
02BWN1000,789C,N1000,Engine,1000 - ENGINE,00 - (NONE),02BW,1000,00,02BW100000
0FDBN1000,793D,N1000,Engine,1000 - ENGINE,00 - (NONE),0FDB,1000,00,0FDB100000
0SSPN1000,793F,N1000,Engine,1000 - ENGINE,00 - (NONE),0SSP,1000,00,0SSP100000
0221N1000,854K,N1000,Engine,1000 - ENGINE,00 - (NONE),0221,1000,00,0221100000
0BXYN1000,988H,N1000,Engine,1000 - ENGINE,00 - (NONE),0BXY,1000,00,0BXY100000
0Z8ZN1000,993K,N1000,Engine,1000 - ENGINE,00 - (NONE),0Z8Z,1000,00,0Z8Z100000
0Z9KN1000,993K,N1000,Engine,1000 - ENGINE,00 - (NONE),0Z9K,1000,00,0Z9K100000
0B9HN1000,16M,N1000,N1000,1000 - ENGINE,00 - (NONE),0B9H,1000,00,0B9H100000
0E9YN1000,16M,N1000,N1000,1000 - ENGINE,00 - (NONE),0E9Y,1000,00,0E9Y100000
0R9HN1000,16M,N1000,N1000,1000 - ENGINE,00 - (NONE),0R9H,1000,00,0R9H100000
0B9KN1000,24M,N1000,Engine,1000 - ENGINE,00 - (NONE),0B9K,1000,00,0B9K100000
06D6N1000-01,6060,N1000-01,Engine EN1(L/F),1000 - ENGINE,LT - LEFT,06D6,1000,LT,06D61000LT
0DHNN1000-01,6060,N1000-01,Engine EN1(L/F),1000 - ENGINE,LT - LEFT,0DHN,1000,LT,0DHN1000LT
0DWCN1000,994H,N1000,N1000,1000 - ENGINE,00 - (NONE),0DWC,1000,00,0DWC100000
0RJGN1000,D10T,N1000,N1000,1000 - ENGINE,00 - (NONE),0RJG,1000,00,0RJG100000
0RABN1000,D10T2,N1000,N1000,1000 - ENGINE,00 - (NONE),0RAB,1000,00,0RAB100000
0DLKN1000,MD6310 - ADS,N1000,N1000,1000 - ENGINE,00 - (NONE),0DLK,1000,00,0DLK100000
0DN7N1000,MD6250,N1000,N1000,1000 - ENGINE,00 - (NONE),0DN7,1000,00,0DN7100000
0NN5N1000,16,N1000,N1000,1000 - ENGINE,00 - (NONE),0NN5,1000,00,0NN5100000
0DHNN1000-02,6060,N1000-02,Engine EN2(R/RE),1000 - ENGINE,RI - RIGHT,0DHN,1000,RI,0DHN1000RI
04XJN1000,777C,N1000,Engine,1000 - ENGINE,00 - (NONE),04XJ,1000,00,04XJ100000
0SEYN1000,MD5150,N1000,Engine,1000 - ENGINE,00 - (NONE),0SEY,1000,00,0SEY100000
0DN7N1312-L,,N1312-L,Aftercooler Core - LEFT,1063 - AFTERCOOLER,LT - LEFT,0DN7,1063,LT,0DN71063LT
0DN7N1312-R,,N1312-R,Aftercooler Core - RIGHT,1063 - AFTERCOOLER,RI - RIGHT,0DN7,1063,RI,0DN71063RI
0B9KN1310,24M,N1310,Radiator,1353 - RADIATOR,00 - (NONE),0B9K,1353,00,0B9K135300
06D6N1310-R,6060 FS,N1310-R,Radiator,1353 - RADIATOR,RI - RIGHT,06D6,1353,RI,06D61353RI
06P6N1310-L,6060 FS,N1310-L,Radiator,1353 - RADIATOR,LT - LEFT,06P6,1353,LT,06P61353LT
06P6N1310-R,6060 FS,N1310-R,Radiator,1353 - RADIATOR,RI - RIGHT,06P6,1353,RI,06P61353RI
0TNMN1310,777G,N1310,Radiator,1353 - RADIATOR,00 - (NONE),0TNM,1353,00,0TNM135300
0APXN1310,785C,N1310,Radiator,1353 - RADIATOR,00 - (NONE),0APX,1353,00,0APX135300
0MSYN1310,785D,N1310,Radiator,1353 - RADIATOR,00 - (NONE),0MSY,1353,00,0MSY135300
02BWN1310,789C,N1310,Radiator,1353 - RADIATOR,00 - (NONE),02BW,1353,00,02BW135300
0FDBN1310,793D,N1310,Radiator,1353 - RADIATOR,00 - (NONE),0FDB,1353,00,0FDB135300
0SSPN1310,793F,N1310,Radiator,1353 - RADIATOR,00 - (NONE),0SSP,1353,00,0SSP135300
0Z8ZN1310,993K,N1310,Radiator,1353 - RADIATOR,00 - (NONE),0Z8Z,1353,00,0Z8Z135300
0B9HN1310,16M,N1310,Radiator,1353 - RADIATOR,00 - (NONE),0B9H,1353,00,0B9H135300
0E9YN1310,16M,N1310,Radiator,1353 - RADIATOR,00 - (NONE),0E9Y,1353,00,0E9Y135300
0R9HN1310,16M,N1310,Radiator,1353 - RADIATOR,00 - (NONE),0R9H,1353,00,0R9H135300
06D6N1310-L,6060,N1310-L,Radiator,1353 - RADIATOR,LT - LEFT,06D6,1353,LT,06D61353LT
0DHNN1310-L,6060,N1310-L,Radiator,1353 - RADIATOR,LT - LEFT,0DHN,1353,LT,0DHN1353LT
0JRPN1310,777F,N1310,Radiator,1353 - RADIATOR,00 - (NONE),0JRP,1353,00,0JRP135300
0DWCN1310,994H,N1310,Radiator,1353 - RADIATOR,00 - (NONE),0DWC,1353,00,0DWC135300
0RJGN1310,D10T,N1310,Radiator,1353 - RADIATOR,00 - (NONE),0RJG,1353,00,0RJG135300
0RABN1310,D10T2,N1310,Radiator,1353 - RADIATOR,00 - (NONE),0RAB,1353,00,0RAB135300
0DLKN1310,MD6310 - ADS,N1310,Radiator,1353 - RADIATOR,00 - (NONE),0DLK,1353,00,0DLK135300
0DN7N1310-L,MD6250,N1310-L,Radiator,1353 - RADIATOR,LT - LEFT,0DN7,1353,LT,0DN71353LT
0DN7N1310-R,MD6250,N1310-R,Radiator,1353 - RADIATOR,RI - RIGHT,0DN7,1353,RI,0DN71353RI
0DHNN1310-R,6060,N1310-R,Radiator,1353 - RADIATOR,RI - RIGHT,0DHN,1353,RI,0DHN1353RI
0DN7N1310-L,,N1310-L,Radiator,1353 - RADIATOR,LF - LEFT FRONT,0DN7,1353,LF,0DN71353LF
0DN7N1310-R,,N1310-R,Radiator,1353 - RADIATOR,RF - RIGHT FRONT,0DN7,1353,RF,0DN71353RF
0DT2N1310,MD6420B,N1310,Radiator,1353 - RADIATOR,00 - (NONE),0DT2,1353,00,0DT2135300
0B9HN1301,16M,N1301,Water Pump,1361 - WATER PUMP,00 - (NONE),0B9H,1361,00,0B9H136100
0E9YN1301,16M,N1301,Water Pump,1361 - WATER PUMP,00 - (NONE),0E9Y,1361,00,0E9Y136100
0R9HN1301,16M,N1301,Water Pump,1361 - WATER PUMP,00 - (NONE),0R9H,1361,00,0R9H136100
0B9KN1301,24M,N1301,Water Pump,1361 - WATER PUMP,00 - (NONE),0B9K,1361,00,0B9K136100
0JRPN1301,777F,N1301,Water Pump,1361 - WATER PUMP,00 - (NONE),0JRP,1361,00,0JRP136100
0APXN1301,785C,N1301,Water Pump,1361 - WATER PUMP,00 - (NONE),0APX,1361,00,0APX136100
0MSYN1301,785C,N1301,Water Pump,1361 - WATER PUMP,00 - (NONE),0MSY,1361,00,0MSY136100
0SSPN1301,793F,N1301,Water Pump,1361 - WATER PUMP,00 - (NONE),0SSP,1361,00,0SSP136100
06D6N7610-FL,6060,N7610-FL,Hyd Cooler Core FRONT LOWER,1374 - HYDRAULIC OIL COOLER,FLO - FRONT LOWER,06D6,1374,FLO,06D61374FLO
0DHNN7610-RU,6060,N7610-RU,Hyd Cooler Core REAR UPPER,1374 - HYDRAULIC OIL COOLER,REU - REAR UPPER,0DHN,1374,REU,0DHN1374REU
0DLKN7610-L,MD6310 - ADS,N7610-L,Hyd Cooler Core LEFT,1374 - HYDRAULIC OIL COOLER,LR - LEFT REAR,0DLK,1374,LR,0DLK1374LR
0DHNN7610-FL,6060,N7610-FL,Hyd Cooler Core FRONT LOWER,1374 - HYDRAULIC OIL COOLER,FLO - FRONT LOWER,0DHN,1374,FLO,0DHN1374FLO
0DHNN7610-FU,6060,N7610-FU,Hyd Cooler Core FRONT UPPER,1374 - HYDRAULIC OIL COOLER,FUP - FRONT UPPER,0DHN,1374,FUP,0DHN1374FUP
0DHNN7610-RL,6060,N7610-RL,Hyd Cooler Core REAR LOWER,1374 - HYDRAULIC OIL COOLER,RLO - REAR LOWER,0DHN,1374,RLO,0DHN1374RLO
0DN7N7610-RE,,N7610-RE,Hyd Cooler Core REAR,1374 - HYDRAULIC OIL COOLER,RR - RIGHT REAR,0DN7,1374,RR,0DN71374RR
0DN7N7610-L,,N7610-L,Hyd Cooler Core LEFT,1374 - HYDRAULIC OIL COOLER,LR - LEFT REAR,0DN7,1374,LR,0DN71374LR
0DN7N7610-F,,N7610-F,Hyd Cooler Core FRONT,1374 - HYDRAULIC OIL COOLER,RF - RIGHT FRONT,0DN7,1374,RF,0DN71374RF
0DN7N7610-L,,N7610-L,Hyd Cooler Core LEFT,1374 - HYDRAULIC OIL COOLER,LF - LEFT FRONT,0DN7,1374,LF,0DN71374LF
0DLKN7610-RE,MD6310,N7610-RE,Hyd Cooler Core REAR,1374 - HYDRAULIC OIL COOLER,RR - RIGHT REAR,0DLK,1374,RR,0DLK1374RR
0DLKN7610-F,MD6310,N7610-F,Hyd Cooler Core FRONT,1374 - HYDRAULIC OIL COOLER,RF - RIGHT FRONT,0DLK,1374,RF,0DLK1374RF
0DLKN7610-L,MD6310,N7610-L,Hyd Cooler Core LEFT,1374 - HYDRAULIC OIL COOLER,LF - LEFT FRONT,0DLK,1374,LF,0DLK1374LF
0DT2N7610-L,MD6420B,N7610-L,Hyd Cooler Core LEFT,1374 - HYDRAULIC OIL COOLER,LT - LEFT,0DT2,1374,LT,0DT21374LT
0B9HN7234,16M,N7234,Hyd Motor Cooler Fan,1386 - HYDRAULIC FAN MOTOR,00 - (NONE),0B9H,1386,00,0B9H138600
0R9HN7234,16M,N7234,Hyd Motor Cooler Fan,1386 - HYDRAULIC FAN MOTOR,00 - (NONE),0R9H,1386,00,0R9H138600
0B9KN7232,24M,N7232,Hyd Motor Engine Fan,1386 - HYDRAULIC FAN MOTOR,00 - (NONE),0B9K,1386,00,0B9K138600
06D6N7234-FL,6060,N7234-FL,Hyd Motor Cooler Fan FRONT LOW,1386 - HYDRAULIC FAN MOTOR,FRL - FAIRLEAD RIGHT LOWER,06D6,1386,FRL,06D61386FRL
0DHN,6060,,,1386 - HYDRAULIC FAN MOTOR,REL - REEL,0DHN,1386,REL,0DHN1386REL
0SSPN7234,793F,N7234,Hyd Motor Cooler Fan,1386 - HYDRAULIC FAN MOTOR,00 - (NONE),0SSP,1386,00,0SSP138600
0RABN7234,D10T2,N7234,Hyd Motor Cooler Fan,1386 - HYDRAULIC FAN MOTOR,00 - (NONE),0RAB,1386,00,0RAB138600
0DLKN7234-L,MD6310 - ADS,N7234-L,Hyd Motor Cooler Fan LEFT,1386 - HYDRAULIC FAN MOTOR,LT - LEFT,0DLK,1386,LT,0DLK1386LT
0DHNN7234-FL,6060,N7234-FL,Hyd Motor Cooler Fan FRONT LOW,1386 - HYDRAULIC FAN MOTOR,FRL - FAIRLEAD RIGHT LOWER,0DHN,1386,FRL,0DHN1386FRL
0DHNN7234-FU,6060,N7234-FU,Hyd Motor Cooler Fan FRONT UPP,1386 - HYDRAULIC FAN MOTOR,FRU - FAIRLEAD RIGHT UPPER,0DHN,1386,FRU,0DHN1386FRU
0DHNN7234-RU,6060,N7234-RU,Hyd Motor Cooler Fan REAR UPP,1386 - HYDRAULIC FAN MOTOR,REU - REAR UPPER,0DHN,1386,REU,0DHN1386REU
0DN7N7234-R,,N7234-R,Hyd Motor Cooler Fan RIGHT,1386 - HYDRAULIC FAN MOTOR,RI - RIGHT,0DN7,1386,RI,0DN71386RI
0DN7N7234-L,,N7234-L,Hyd Motor Cooler Fan LEFT,1386 - HYDRAULIC FAN MOTOR,LT - LEFT,0DN7,1386,LT,0DN71386LT
0DT2N7234-R,MD6420B,N7234-R,Hyd Motor Cooler Fan RIGHT,1386 - HYDRAULIC FAN MOTOR,RI - RIGHT,0DT2,1386,RI,0DT21386RI
0DT2N7234-L,MD6420B,N7234-L,Hyd Motor Cooler Fan LEFT,1386 - HYDRAULIC FAN MOTOR,LT - LEFT,0DT2,1386,LT,0DT21386LT
0FDBN7041,793D,N7041,Pump Cooling Fan Engine,1387 - HYDRAULIC FAN PUMP,00 - (NONE),0FDB,1387,00,0FDB138700
0Z8ZN7041,993K,N7041,Pump Cooling Fan Engine,1387 - HYDRAULIC FAN PUMP,00 - (NONE),0Z8Z,1387,00,0Z8Z138700
0RJGN7041,D10T,N7041,Pump Cooling Fan Engine,1387 - HYDRAULIC FAN PUMP,00 - (NONE),0RJG,1387,00,0RJG138700
0RABN7041,D10T2,N7041,Pump Cooling Fan Engine,1387 - HYDRAULIC FAN PUMP,00 - (NONE),0RAB,1387,00,0RAB138700
0DHNN7041-1I,6060,N7041-1I,Pump Cooling Fan Eng EN1 INNER,1387 - HYDRAULIC FAN PUMP,LF - LEFT FRONT,0DHN,1387,LF,0DHN1387LF
0DHNN7041-1O,6060,N7041-1O,Pump Cooling Fan Eng EN1 OUTER,1387 - HYDRAULIC FAN PUMP,LR - LEFT REAR,0DHN,1387,LR,0DHN1387LR
0DHNN7041-2I,6060,N7041-2I,Pump Cooling Fan Eng EN2 INNER,1387 - HYDRAULIC FAN PUMP,RF - RIGHT FRONT,0DHN,1387,RF,0DHN1387RF
0DHNN7041-2O,6060,N7041-2O,Pump Cooling Fan Eng EN2 OUTER,1387 - HYDRAULIC FAN PUMP,RR - RIGHT REAR,0DHN,1387,RR,0DHN1387RR
0DN7N7041-L,,N7041-L,Pump Cooling Fan LEFT,1387 - HYDRAULIC FAN PUMP,LT - LEFT,0DN7,1387,LT,0DN71387LT
0DN7N7041-R,,N7041-R,Pump Cooling Fan RIGHT,1387 - HYDRAULIC FAN PUMP,RI - RIGHT,0DN7,1387,RI,0DN71387RI
0DLKN7041-L,MD6310,N7041-L,Pump Cooling Fan LEFT,1387 - HYDRAULIC FAN PUMP,LT - LEFT,0DLK,1387,LT,0DLK1387LT
0DLKN7041-R,MD6310,N7041-R,Pump Cooling Fan RIGHT,1387 - HYDRAULIC FAN PUMP,RI - RIGHT,0DLK,1387,RI,0DLK1387RI
0B9HN9020,16M,N9020,Alternator,1405 - ALTERNATOR,00 - (NONE),0B9H,1405,00,0B9H140500
0R9HN9020,16M,N9020,Alternator,1405 - ALTERNATOR,00 - (NONE),0R9H,1405,00,0R9H140500
0B9KN9020,24M,N9020,Alternator,1405 - ALTERNATOR,00 - (NONE),0B9K,1405,00,0B9K140500
06D6N9020-L,6060,N9020-L,Alternator LEFT,1405 - ALTERNATOR,LT - LEFT,06D6,1405,LT,06D61405LT
0JRPN9020,777F,N9020,Alternator,1405 - ALTERNATOR,00 - (NONE),0JRP,1405,00,0JRP140500
0APXN9020,785C,N9020,Alternator,1405 - ALTERNATOR,00 - (NONE),0APX,1405,00,0APX140500
0MSYN9020,785C,N9020,Alternator,1405 - ALTERNATOR,00 - (NONE),0MSY,1405,00,0MSY140500
02BWN9020,789C,N9020,Alternator,1405 - ALTERNATOR,00 - (NONE),02BW,1405,00,02BW140500
0FDBN9020,793D,N9020,Alternator,1405 - ALTERNATOR,00 - (NONE),0FDB,1405,00,0FDB140500
0SSPN9020,793F,N9020,Alternator,1405 - ALTERNATOR,00 - (NONE),0SSP,1405,00,0SSP140500
0DWCN9020-L,994H,N9020-L,Alternator LEFT,1405 - ALTERNATOR,LT - LEFT,0DWC,1405,LT,0DWC1405LT
0RJGN9020,D10T,N9020,Alternator,1405 - ALTERNATOR,00 - (NONE),0RJG,1405,00,0RJG140500
0RABN9020,D10T2,N9020,Alternator,1405 - ALTERNATOR,00 - (NONE),0RAB,1405,00,0RAB140500
0DLKN9020,MD6310 - ADS,N9020,Alternator,1405 - ALTERNATOR,00 - (NONE),0DLK,1405,00,0DLK140500
0JRPN9050-L,777F,N9050-L,Starter Motor LEFT,1453 - ELEC STARTER MOTOR,LT - LEFT,0JRP,1453,LT,0JRP1453LT
0DLKN9050-L,MD6310 - ADS,N9050-L,Starter Motor LEFT,1453 - ELEC STARTER MOTOR,LT - LEFT,0DLK,1453,LT,0DLK1453LT
0DLKN9050-R,MD6310,N9050-R,Starter Motor RIGHT,1453 - ELEC STARTER MOTOR,RI - RIGHT,0DLK,1453,RI,0DLK1453RI
0B9HN9501,16M,N9501,A/C Compressor,1802 - REFRIGERANT COMPRESSOR,00 - (NONE),0B9H,1802,00,0B9H180200
0R9HN9501,16M,N9501,A/C Compressor,1802 - REFRIGERANT COMPRESSOR,00 - (NONE),0R9H,1802,00,0R9H180200
0B9KN9501,24M,N9501,A/C Compressor,1802 - REFRIGERANT COMPRESSOR,00 - (NONE),0B9K,1802,00,0B9K180200
06D6N9501-L,6060,N9501-L,A/C Compressor LEFT,1802 - REFRIGERANT COMPRESSOR,LT - LEFT,06D6,1802,LT,06D61802LT
0JRPN9501,777F,N9501,A/C Compressor,1802 - REFRIGERANT COMPRESSOR,00 - (NONE),0JRP,1802,00,0JRP180200
0APXN9501,785C,N9501,A/C Compressor,1802 - REFRIGERANT COMPRESSOR,00 - (NONE),0APX,1802,00,0APX180200
0MSYN9501,785C,N9501,A/C Compressor,1802 - REFRIGERANT COMPRESSOR,00 - (NONE),0MSY,1802,00,0MSY180200
02BWN9501,789C,N9501,A/C Compressor,1802 - REFRIGERANT COMPRESSOR,00 - (NONE),02BW,1802,00,02BW180200
0FDBN9501,793D,N9501,A/C Compressor,1802 - REFRIGERANT COMPRESSOR,00 - (NONE),0FDB,1802,00,0FDB180200
0SSPN9501,793F,N9501,A/C Compressor,1802 - REFRIGERANT COMPRESSOR,00 - (NONE),0SSP,1802,00,0SSP180200
0DWCN9501,994H,N9501,A/C Compressor,1802 - REFRIGERANT COMPRESSOR,00 - (NONE),0DWC,1802,00,0DWC180200
0RJGN9501,D10T,N9501,A/C Compressor,1802 - REFRIGERANT COMPRESSOR,00 - (NONE),0RJG,1802,00,0RJG180200
0RABN9501,D10T2,N9501,A/C Compressor,1802 - REFRIGERANT COMPRESSOR,00 - (NONE),0RAB,1802,00,0RAB180200
0DLKN9501,MD6310 - ADS,N9501,A/C Compressor,1802 - REFRIGERANT COMPRESSOR,00 - (NONE),0DLK,1802,00,0DLK180200
0RJG,D10T,,,3006 - TRANSMISSION & DIFFERENTIAL UNIT,00 - (NONE),0RJG,3006,00,0RJG300600
0RAB,D10T2,,,3006 - TRANSMISSION & DIFFERENTIAL UNIT,00 - (NONE),0RAB,3006,00,0RAB300600
0R9HN2000,16M,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0R9H,3030,00,0R9H303000
0TNMN2000,777G,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0TNM,3030,00,0TNM303000
06HKN2000,785B,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),06HK,3030,00,06HK303000
0APXN2000,785C,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0APX,3030,00,0APX303000
0MSYN2000,785D,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0MSY,3030,00,0MSY303000
0FDBN2000,793D,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0FDB,3030,00,0FDB303000
0SSPN2000,793F,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0SSP,3030,00,0SSP303000
0221N2000,854K,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0221,3030,00,0221303000
0BXYN2000,988H,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0BXY,3030,00,0BXY303000
0Z8ZN2000,993K,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0Z8Z,3030,00,0Z8Z303000
0Z9KN2000,993K,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0Z9K,3030,00,0Z9K303000
0B9HN2000,16M,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0B9H,3030,00,0B9H303000
0E9YN2000,16M,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0E9Y,3030,00,0E9Y303000
0B9KN2000,24M,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0B9K,3030,00,0B9K303000
0JRPN2000,777F,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0JRP,3030,00,0JRP303000
02BWN2000,789C,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),02BW,3030,00,02BW303000
0DWCN2000,994H,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0DWC,3030,00,0DWC303000
0RJGN2000,D10T,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0RJG,3030,00,0RJG303000
0NN5N2000,16,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),0NN5,3030,00,0NN5303000
04XJN2000,777C,N2000,Transmission,3030 - TRANSMISSION,00 - (NONE),04XJ,3030,00,04XJ303000
0B9HN2004,16M,N2004,Transmission Pump,3066 - TRANSMISSION OIL PUMP,00 - (NONE),0B9H,3066,00,0B9H306600
0E9YN2004,16M,N2004,Transmission Pump,3066 - TRANSMISSION OIL PUMP,00 - (NONE),0E9Y,3066,00,0E9Y306600
0R9HN2004,16M,N2004,Transmission Pump,3066 - TRANSMISSION OIL PUMP,00 - (NONE),0R9H,3066,00,0R9H306600
0JRPN2004,777F,N2004,Transmission Pump,3066 - TRANSMISSION OIL PUMP,00 - (NONE),0JRP,3066,00,0JRP306600
0APXN2004,785C,N2004,Transmission Pump,3066 - TRANSMISSION OIL PUMP,00 - (NONE),0APX,3066,00,0APX306600
0MSYN2004,785C,N2004,Transmission Pump,3066 - TRANSMISSION OIL PUMP,00 - (NONE),0MSY,3066,00,0MSY306600
02BWN2004,789C,N2004,Transmission Pump,3066 - TRANSMISSION OIL PUMP,00 - (NONE),02BW,3066,00,02BW306600
0Z8ZN2004,993K,N2004,Transmission Pump,3066 - TRANSMISSION OIL PUMP,00 - (NONE),0Z8Z,3066,00,0Z8Z306600
0RJGN2004,D10T,N2004,Transmission Pump,3066 - TRANSMISSION OIL PUMP,00 - (NONE),0RJG,3066,00,0RJG306600
0RABN2004,D10T2,N2004,Transmission Pump,3066 - TRANSMISSION OIL PUMP,00 - (NONE),0RAB,3066,00,0RAB306600
0BXYN2004,988H,N2004,Transmission Pump,3066 - TRANSMISSION OIL PUMP,00 - (NONE),0BXY,3066,00,0BXY306600
0B9KN2050,24M,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),0B9K,3101,00,0B9K310100
0TNMN2050,777G,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),0TNM,3101,00,0TNM310100
06HKN2050,785B,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),06HK,3101,00,06HK310100
0APXN2050,785C,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),0APX,3101,00,0APX310100
0MSYN2050,785D,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),0MSY,3101,00,0MSY310100
02BWN2050,789C,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),02BW,3101,00,02BW310100
0SSPN2050,793F,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),0SSP,3101,00,0SSP310100
0221N2050,854K,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),0221,3101,00,0221310100
0BXYN2050,988H,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),0BXY,3101,00,0BXY310100
0Z8ZN2050,993K,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),0Z8Z,3101,00,0Z8Z310100
0Z9KN2050,993K,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),0Z9K,3101,00,0Z9K310100
0JRPN2050,777F,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),0JRP,3101,00,0JRP310100
0FDBN2050,793D,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),0FDB,3101,00,0FDB310100
0DWCN2050,994H,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),0DWC,3101,00,0DWC310100
0RJGN2050,D10T,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),0RJG,3101,00,0RJG310100
0RABN2050,D10T2,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),0RAB,3101,00,0RAB310100
04XJN2050,777C,N2050,Torque Convertor,3101 - TORQUE CONVERTER,00 - (NONE),04XJ,3101,00,04XJ310100
06D6N3321-02,6060 FS,N3321-02,Pump Drive POS 2,3108  - PUMP DRIVE GRP,RI - RIGHT,06D6,3108,RI,06D63108RI
06P6N3321-02,6060 FS,N3321-02,Pump Drive POS 2,3108  - PUMP DRIVE GRP,RI - RIGHT,06P6,3108,RI,06P63108RI
06P6N3321-01,6060 FS,N3321-01,Pump Drive POS 1,3108  - PUMP DRIVE GRP,LT - LEFT,06P6,3108,LT,06P63108LT
0DH3N3321-02,6060 FS,N3321-02,Pump Drive POS 2,3108  - PUMP DRIVE GRP,RI - RIGHT,0DH3,3108,RI,0DH33108RI
0DH3N3321-01,6060 FS,N3321-01,Pump Drive POS 1,3108  - PUMP DRIVE GRP,LT - LEFT,0DH3,3108,LT,0DH33108LT
0APXN3321,785C,N3321,Pump Drive,3108  - PUMP DRIVE GRP,00 - (NONE),0APX,3108,00,0APX310800
0MSYN3321,785D,N3321,Pump Drive,3108  - PUMP DRIVE GRP,00 - (NONE),0MSY,3108,00,0MSY310800
02BWN3321,789C,N3321,Pump Drive,3108  - PUMP DRIVE GRP,00 - (NONE),02BW,3108,00,02BW310800
0FDBN3321,793D,N3321,Pump Drive,3108  - PUMP DRIVE GRP,00 - (NONE),0FDB,3108,00,0FDB310800
